APP_name	Res_base	ID	ID_name	size	data	res_filename	color_num	ABMAB2_converted
NO_APP	-1	49	IMG_GLOBAL_INFO	774	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\WARNINGPAGE\\POPUPPAGE\\PP_INF.GIF	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	72	IMG_GLOBAL_SUCCESS	858	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\WARNINGPAGE\\POPUPPAGE\\PP_SUC.GIF	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	73	IMG_GLOBAL_FAIL	914	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\WARNINGPAGE\\POPUPPAGE\\PP_FAIL.GIF	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	46	IMG_GLOBAL_DEFAULT	84	..\\..\\CUSTOMER\\IMAGES\\DEFAULT.BMP	../../MMI/Resource/PopulateRes.c	3	Y
NO_APP	-1	74	IMG_GLOBAL_CALL_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\CALL_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	75	IMG_GLOBAL_COMMON_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\COMMON_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	76	IMG_GLOBAL_DIAL_PAD_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\DIAL_PAD_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	77	IMG_GLOBAL_FORWARD_MSG_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\FORWARD_MSG_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	78	IMG_GLOBAL_MARK_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\MARK_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	79	IMG_GLOBAL_NEXT_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\NEXT_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	80	IMG_GLOBAL_OPTION_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\OPTION_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	81	IMG_GLOBAL_REPLY_MSG_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\REPLY_MSG_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	82	IMG_GLOBAL_SAVE_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\SAVE_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	83	IMG_GLOBAL_SEARCH_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\SEARCHWEB_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	84	IMG_GLOBAL_SEND_MSG_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\SEND_MSG_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	85	IMG_GLOBAL_WEB_BROWSER_CSK	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SOFTKEY\\WEB_BROWSER_CSK.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	91	IMG_GLOBAL_SIM1	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SIM\\SIM1.BMP	../../MMI/Resource/PopulateRes.c	-1	N
NO_APP	-1	92	IMG_GLOBAL_SIM2	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\UIELEMENT\\SIM\\SIM2.BMP	../../MMI/Resource/PopulateRes.c	-1	N
APP_SERVICES	9293	9294	SERVICES_WAP_IMAGE_ID	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\WAP\\SB_WAP.BMP	../Res_MMI/res_SAT.c	-1	N
APP_FILEMANAGER_OTHER	39888	39891	IMG_ID_FMGR_ICON_FILE_TYPE_IMG	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_SIIMAGE.BMP	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39893	IMG_ID_FMGR_ICON_FILE_TYPE_AUD	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_SIAUDIO.BMP	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39894	IMG_ID_FMGR_ICON_FILE_TYPE_VDO	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_SIVIDEO.BMP	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39906	IMG_ID_FMGR_FILE_TYPE_BMP	2603	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIBMP.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39907	IMG_ID_FMGR_FILE_TYPE_JPG	2608	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIJPG.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39908	IMG_ID_FMGR_FILE_TYPE_GIF	2596	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIGIF.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39910	IMG_ID_FMGR_FILE_TYPE_WBMP	2619	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIWBMP.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39913	IMG_ID_FMGR_FILE_TYPE_EMS	2073	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIEMS.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39914	IMG_ID_FMGR_FILE_TYPE_ANM	2079	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIANM.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39920	IMG_ID_FMGR_FILE_TYPE_DAF	3407	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIDAF.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39915	IMG_ID_FMGR_FILE_TYPE_IMY	3407	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIIMY.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39916	IMG_ID_FMGR_FILE_TYPE_MID	3411	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIMIDI.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39917	IMG_ID_FMGR_FILE_TYPE_WAV	3414	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIWAV.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39918	IMG_ID_FMGR_FILE_TYPE_AMR	3415	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIAMR.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39919	IMG_ID_FMGR_FILE_TYPE_AAC	3405	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIAAC.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39922	IMG_ID_FMGR_FILE_TYPE_VM	2588	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LIVM.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39934	IMG_ID_FMGR_FILE_TYPE_3GP	319	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LI3GP.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39935	IMG_ID_FMGR_FILE_TYPE_MP4	319	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LI3GP.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_FILEMANAGER_OTHER	39888	39936	IMG_ID_FMGR_FILE_TYPE_AVI	319	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_LI3GP.GIF	../Res_MMI/res_FileMgrService.c	-1	N
APP_MRE	4802	4804	IMAGE_MRE_LARGE_ICON	799	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_VXP.GIF	..\mre\res\mre.res	-1	N
APP_MRE	4802	4805	IMAGE_MRE_SMALL_ICON	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\FILEMANAGER\\FM_SMALL_VXP.BMP	..\mre\res\mre.res	-1	N
APP_MRE	4802	4806	IMAGE_MRE_EDITOR_TITLE	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\TITLEBAR\\TB_MRE_EDITOR.PBM	..\mre\res\mre.res	-1	N
APP_MRE	4802	4807	IMG_ID_AM_APP_MRE_DEFAULT	8	..\\..\\CUSTOMER\\IMAGES\\EMPTYIMAGE.BMP	..\mre\res\mre.res	-1	N
APP_BLUETOOTH	33206	33207	IMG_BT_MENU_TITLE	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\BLUETOOTH\\SB_BT.BMP	.\mtkapp\Connectivity\ConnectivityRes\Bluetooth\Bluetooth.res	-1	N
APP_BLUETOOTH	33206	33208	IMG_BT_SCH_TITLE	2192	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\BLUETOOTH\\OBT_SEARCH	.\mtkapp\Connectivity\ConnectivityRes\Bluetooth\Bluetooth.res	-1	N
APP_BLUETOOTH	33206	33209	IMG_BT_DEV_PRT	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\BLUETOOTH\\OBT_PRINT.BMP	.\mtkapp\Connectivity\ConnectivityRes\Bluetooth\Bluetooth.res	-1	N
APP_BLUETOOTH	33206	33210	IMG_BT_DEV_LAP	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\BLUETOOTH\\OBT_LAP.BMP	.\mtkapp\Connectivity\ConnectivityRes\Bluetooth\Bluetooth.res	-1	N
APP_BLUETOOTH	33206	33211	IMG_BT_DEV_MOB	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\BLUETOOTH\\OBT_MOB.BMP	.\mtkapp\Connectivity\ConnectivityRes\Bluetooth\Bluetooth.res	-1	N
APP_BLUETOOTH	33206	33212	IMG_BT_DEV_EAR	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\BLUETOOTH\\OBT_EAR.BMP	.\mtkapp\Connectivity\ConnectivityRes\Bluetooth\Bluetooth.res	-1	N
APP_BLUETOOTH	33206	33213	IMG_BT_DEV_OTHER	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\BLUETOOTH\\OBT_OTHER.BMP	.\mtkapp\Connectivity\ConnectivityRes\Bluetooth\Bluetooth.res	-1	N
APP_BLUETOOTH	33206	33214	IMG_BT_CONNECTION_DATA	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\BLUETOOTH\\DATA_CHANNEL.BMP	.\mtkapp\Connectivity\ConnectivityRes\Bluetooth\Bluetooth.res	-1	N
APP_CAMERA	34154	34157	IMG_ID_CAMERA_OSD_WB_AUTO	8	..\\..\\CUSTOMER\\IMAGES\\EMPTYIMAGE.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34158	IMG_ID_CAMERA_OSD_WB_DAYLIGHT	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\WB_DAYLIGHT.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34159	IMG_ID_CAMERA_OSD_WB_TUNGSTEN	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\WB_TUNGSTEN.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34160	IMG_ID_CAMERA_OSD_WB_FLUORESCENT	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\WB_FLUORESCENT.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34161	IMG_ID_CAMERA_OSD_WB_CLOUD	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\WB_CLOUDY.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34162	IMG_ID_CAMERA_OSD_WB_INCANDESCENCE	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\WB_INCANDESCENT.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34163	IMG_ID_CAMERA_OSD_EV_HEAD	440	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34164	IMG_ID_CAMERA_OSD_EV_HEAD_P	240	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_P.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34165	IMG_ID_CAMERA_OSD_EV_HEAD_0	220	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_N.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34166	IMG_ID_CAMERA_OSD_EV_HEAD_N	216	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_M.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34168	IMG_ID_CAMERA_OSD_EV_N4	364	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_20.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34169	IMG_ID_CAMERA_OSD_EV_N3	336	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_15.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34170	IMG_ID_CAMERA_OSD_EV_N2	360	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_10.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34171	IMG_ID_CAMERA_OSD_EV_N1	360	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_05.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34172	IMG_ID_CAMERA_OSD_EV_0	304	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_0.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34173	IMG_ID_CAMERA_OSD_EV_P1	360	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_05.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34174	IMG_ID_CAMERA_OSD_EV_P2	360	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_10.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34175	IMG_ID_CAMERA_OSD_EV_P3	336	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_15.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34176	IMG_ID_CAMERA_OSD_EV_P4	364	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_20.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34177	IMG_ID_CAMERA_OSD_EV_INC	472	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_INC.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34178	IMG_ID_CAMERA_OSD_EV_INC_SEL	472	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_INC_SEL.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34179	IMG_ID_CAMERA_OSD_EV_INC_DIS	472	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_INC_DIS.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34180	IMG_ID_CAMERA_OSD_EV_DEC	396	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_DEC.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34181	IMG_ID_CAMERA_OSD_EV_DEC_SEL	400	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_DEC_SEL.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34182	IMG_ID_CAMERA_OSD_EV_DEC_DIS	396	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\EV_DEC_DIS.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34184	IMG_ID_CAMERA_IMAGE_SIZE_240x320	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\IMAGESIZE_240X320.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34185	IMG_ID_CAMERA_IMAGE_SIZE_160x120	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\IMAGESIZE_160X120.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34186	IMG_ID_CAMERA_IMAGE_SIZE_320x240	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\IMAGESIZE_320X240.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34187	IMG_ID_CAMERA_IMAGE_SIZE_640x480	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\IMAGESIZE_640X480.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34189	IMG_ID_CAMERA_OSD_IMAGE_QTY_LOW	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\CAPQTY_LOW.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34190	IMG_ID_CAMERA_OSD_IMAGE_QTY_NORMAL	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\CAPQTY_NORMAL.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34191	IMG_ID_CAMERA_OSD_IMAGE_QTY_HIGH	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\CAPQTY_GOOD.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34196	IMG_ID_CAMERA_OSD_DELAY_TIMER_OFF	8	..\\..\\CUSTOMER\\IMAGES\\EMPTYIMAGE.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34197	IMG_ID_CAMERA_OSD_DELAY_TIMER_1	448	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\SELFTIMER.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34198	IMG_ID_CAMERA_OSD_DELAY_TIMER_2	448	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\SELFTIMER.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34199	IMG_ID_CAMERA_OSD_DELAY_TIMER_3	448	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\SELFTIMER.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
APP_CAMERA	34154	34207	IMG_ID_CAMERA_OSD_CAPTURE	0	..\\..\\CUSTOMER\\IMAGES\\PLUTO_ENCODE\\MAINLCD\\CAMERA\\CAMERA\\OSD\\CAPTURE.BMP	.\mtkapp\camera\camerares\CameraRes.res	-1	N
